114314,0,0.5
114317,0.5,0
114312,0,0.5
114862,0,0.5
114863,0,1.0
114866,0,0
119460,0,0
111838,1,0
116226,1,0
111833,1,0
111830,0,0
116105,1.0,0
111835,0,0.5
111301,1,0
111303,0.5,0
111305,2,0
116102,0,0
114269,0,1.5
114260,0,0
114263,1,0
114265,0.5,0
114267,1.5,0
119048,1,1
119045,1,1
114340,1,0
119042,2,0
111946,0,0
111944,0,0.5
111230,0,0
111232,0,0
111238,0,0
111239,1,0
111949,1,1
114044,0.5,1
114045,1.5,0.5
114046,2,0
114041,2,0
117062,1.5,0
117060,1,0.5
117067,0,0.5
111548,1.5,0
113655,1,1
111542,0,2
117664,1,0
117667,0,0
111547,1,0
117662,0,0
118481,1,0
118483,1,0
118485,1,0
115808,1,0
115805,0,0
115803,0,0
113123,1,0
113653,0,0
112038,2.0,1.5
113834,0,1
116429,0.5,1
113347,0.5,1
116936,0,0.5
116426,1.5,1
116420,0,0
116933,0,0
116422,0,1.5
118122,1,1
117409,1,0.5
113837,0,0.5
114688,0,0
114682,0,0
117404,0,0
114680,1,1
112528,0,0.5
117799,0,0
114441,0,1
114442,1.5,1
118573,1,1
114444,1,0
112682,0,0
114446,1,0
118153,0,0.5
118150,1,0
112935,0,0
117795,1,0
114032,1,0.5
118155,0,0
116100,0,0
112832,1.5,0
117884,2.0,0.5
111245,1,2
112527,0,0
117883,0,0.5
117882,0,1
116689,2,0
113424,3,1
112837,0,0
116683,0,0
116685,0,0
117535,0.5,0
117241,2,0
118032,0,0
117531,0.5,0
112291,0,0
117533,0,0
118036,0.5,0
116330,0,0.5
118038,0,0.5
116332,1,0
117248,0,0
116334,0,0
116335,1.5,0
116337,1,0
117085,2.0,0
117081,0,0
117083,0.5,0
119524,0.5,0
119525,0,0.5
119527,1,2
117119,0.5,1
113098,0,0
113092,1,0
113541,1,1
113090,0,0
113091,0,0
113544,2,0
113547,1.5,0.5
116757,0.5,0.5
116754,2,0.5
116207,1.5,1
116201,0,0
116202,2,0
116209,0,1
116758,0,0
117512,0,0.5
118325,0,0
117336,0,1
113146,0.5,0
113147,1.0,1
118321,0,0.5
113142,0,0
113143,1,1
111863,0.5,0
111903,0,0
118927,0,0
112300,0.5,0
114836,0,0
112305,0,1
112307,0,1.5
112306,0.5,0
117524,1.5,1
111243,0,0.5
111907,0,0
117250,1,0.5
112129,0,0
112946,0.5,0
112944,0,0.5
113434,0.5,1
118024,0,0
113436,0,0
113439,0,1
112127,0,1
112126,0,0
117625,1,0
117396,0,1.5
117258,0,0
111589,0.5,1.0
117259,0.5,0
113324,1.0,0.5
112549,0.5,0
113320,0,0
112238,1,0
113322,1.0,1.0
113895,0,0
112543,0,0
112234,0,0
112541,0,0
112236,0.5,0.5
113328,1,0
112230,1,0.5
112634,0,1
115018,0.5,0
115019,2,0
112056,1,0
112050,2,0
119214,0,1
112052,0,0
115566,0,0
115011,0,1
115012,0,0
115013,0,0
112058,0,0
115017,0,0.5
115920,0,1.5
116114,0,0
114538,0,0.5
115498,1,1
114600,0,0
115497,0,0
115492,0.5,0
112436,2,0
112435,0,0
115309,1.0,1.5
112431,0,0
115654,0,0
115307,1,0
115301,1,0
112439,0,2
115303,0,0
115476,0.5,0
119201,0,0
114301,1.0,1.5
114306,2,1
114304,0,0.5
111749,1.0,0
119326,0.5,0
119205,0,0
119324,2,0
119512,0.5,0
119204,0,0
114870,0,1
114872,1,0
114877,0,1
114876,0,0.5
114878,0.5,1
111828,0,0
111823,1,0.5
111822,0.5,0
111825,0,0
111826,0,0
114276,0.5,2.5
114274,0.5,0
114272,0.5,1
114271,0,0
114270,0.5,0.5
111315,0.5,2.0
111311,0.5,2
115363,1,0
119039,3.5,1
119033,1,0
119037,0,0.5
119035,0,0
111223,0,1
111954,0,1.0
111221,0,0
111220,0,1
115270,1.0,0
111952,0,0
111228,0.5,0
111959,0,2
114056,1.5,0
114055,0.5,1
114059,0.5,0
114058,0,0
111558,1,0
117650,0,0
111550,0.5,0
117652,0,0
117653,0.5,0
111555,2.0,1
111554,1.5,0
117656,0.5,0
117657,0,1
115878,1,1.5
119145,0.5,0
119141,0,0
118497,0.5,0.5
115873,0,0
115871,1.0,1.0
118493,0.5,1.5
115877,1,0
119148,2,0
114327,0,1.5
117436,0,0
117437,0,0
111321,0,0
116928,1,0
117433,0,2
116433,1,1
116432,0,0
116926,0,0.5
116921,1.5,0
119448,0,1
114699,2,1
114698,0,1
119442,1.5,0
119441,0,0
114696,1,0
114691,0.5,1
114693,1.5,0
115906,0,0
115907,0.5,0
115903,1,1
114458,2.0,0
114455,0,1.0
114454,0,0
118147,0,0
115909,0,1
116016,0,0.5
118496,0,0
117903,0.5,0
116327,1,0
116323,1,0
116321,0,0
116329,1,1
119535,0,0.5
116508,0,0.5
118008,1,0
117505,1,0
117507,2,0.5
118004,0,0
118000,0.5,1
118001,0.5,0
118002,1,0.5
119538,0,0
114038,1.5,0.5
117055,0,0
112117,1,0.5
113088,0,1
113081,0,1
113082,0,1
113085,2.5,0
115645,0,0
117323,0,1
116741,0,0
116219,1.5,0
116748,0,0.5
118319,1,1
117348,0,0
117349,0,0
117326,1,0.5
117342,0,0
117343,0.5,0
117340,0.5,0
113150,0,0
113156,1,1.5
117345,1,0
116697,1,0
116696,0.5,0
116694,0,0.5
116692,0,0
116691,0,0
111511,0.5,1
116699,0,0
114403,0,0
115466,0,0
118951,2,1
118956,0,0
116109,1.5,2
118955,0,0
112334,1.0,0
112335,0,0
112336,0.5,1
118959,0,0
116103,0.5,1.0
112331,1,0
112333,1,0.5
113557,1,0
113554,1.0,1.0
114158,0,2
113551,1,0
114159,1.0,1
111253,0.5,0
112684,1,0
112930,0,0
112687,0,0
112680,1,0
112937,2,0
112934,0.5,0.5
113428,1.5,0
113427,0.5,0
115506,1,0.5
112939,0,0.5
112688,0,0.5
113421,1,0
115468,0,0
115835,0,1.0
113880,0,1
113335,1,1
113886,0,2.0
113889,1,0
113339,0.5,1
112204,3,0.5
112207,0,0
112060,0,2.0
119203,0.5,0
112064,0,0.5
112065,0,0
119207,1.5,0
112067,1,0
112590,1,1
112593,0,1
112848,0,3
112598,1.5,1
112847,0,0.5
112840,0,0
112841,2,0
115488,0,3
113709,1,0
115486,0,0
115485,1,0
112114,0,0
112115,0.5,0
112440,0.5,0
112441,0,1.0
112111,1,0
115553,1.5,0
112445,0,0
115313,0.5,0
115644,0.5,0
115647,1,0
115310,0.5,0
115641,1,1
115643,0,0.5
112118,0,1.5
115465,1,0
114999,0,0
111148,0.5,1
111146,1,0
114993,0,0.5
114990,0,0
114991,0,0
115469,0,0.5
111143,0,2
111140,0,0
114995,0.5,0
119339,1,1
112387,2,0
119334,2,0
119337,0.5,0
119336,0,0
119332,1,0
111814,0,0
111815,2.5,0.5
111810,0.5,1
116120,0,0.5
114844,0.5,0
114845,0.5,0
111818,1,1
114841,0,0
114843,1,0
115006,0,0
115004,0.5,1
115002,0,1
115000,0,0
115008,0,1.0
114203,0.5,1
116123,1,0
118799,1,0
114204,0.5,1
114205,1,0
118794,1,0
114840,0,0
118796,1,0
114209,0,0
111366,0,0
111496,3,0
116378,1,1.5
118554,1,0
118555,1,0
118550,1.5,1
119029,0,0.5
119028,0,0
119022,1,0
119024,0.5,1
119027,0,0
111961,2.5,0.5
115267,2,0.5
115266,0,0
115264,1,0
111969,1,0
111786,0,0
111780,0,1.5
111781,1,0.5
111564,0.5,0
111565,0,0
117645,1,0
116805,0,1
111560,0.5,0
117642,0.5,1.0
111563,0,0
111568,0,0.5
111569,1.0,0
117649,0,1.5
111765,0,2
111763,0,1
114516,1,0
117288,0,1
114512,2,1.5
111768,0.5,0
111769,0,0
115869,0,1
119157,2,1
119151,0.5,0.5
119150,1,1
119152,0.5,1.5
115861,0.5,0
115862,0,0
115865,0,1.5
115867,0.5,1
114190,0,0
114191,1,1
114196,0,0
114197,0,1
114194,1.5,1.5
114199,1,0.5
117422,2,0.5
117286,1,0
112250,0,1
117476,1,0
111499,1,0
116910,1,0
116912,0.5,0
117428,0,2.0
111247,2,0
116917,1,2
118174,0,0
118175,0,2.5
111710,0,0
112254,1,0
115915,0,0.5
118777,0.5,2
115917,2,0.5
118773,2,0
115913,0,0
114423,0,0
114421,0.5,0
118779,3,2
116352,2,1
114659,0,0
111361,0,0
118790,0,0
116359,0,0.5
116594,0,0
116595,0,0
117519,1,0
118011,0,1
117514,1,0
116599,1,0
117510,1,0
114737,1.0,0
114732,0,0
114733,0,0
113405,0,1.5
111493,0,0
118306,0,0
116772,1.0,0
118304,0.5,2
116774,0,0
118302,0.5,0
118301,0,0
118557,1,1.5
116778,0.5,0
117358,1,0
113403,0.5,0
117351,0.5,0
117352,1,1
117354,1.5,0.5
117357,0.5,2
119490,0,0.5
116878,0.5,0
119494,1,2
119498,1,0
119499,0.5,1
113181,0.5,0.5
113182,0,0.5
113183,1,0
113186,0,0
113639,0,0
113637,0,0
113635,0,0.5
112427,1.5,0
118941,1,0
112328,1.5,0
111391,0,0
118947,0,0
118949,0.5,0
112322,1.0,0
112327,0.5,0
116177,0,0
112325,0,0
113520,0,0
113521,1,0
113527,0,0
113525,2,0
112693,0,0
112691,1,0.5
112696,0,0
112695,1.0,0
112929,0,0
113981,0,1
113982,1.5,0
112698,1.5,0
113456,0,1
117381,1,0.5
113987,1,0
116006,0,0.5
112216,2,1.5
116004,0,0
112214,0.5,0
112212,1,0
112211,0,0
112219,2.0,0
116009,0,1.0
111789,0,0
112079,0,0
112077,0,0
112076,1,1
111967,1,0
112072,0.5,0
113856,0.5,0
113857,0,0
113855,0.5,1.5
112859,0,0
112858,0,0
113850,0,1
112588,0.5,0
112855,0,0
112856,0,1.5
112583,0,0
112581,0,0
112852,2,0.5
116718,0,0
112103,1,1.5
112101,0,0.5
112452,1,0
112107,3,0
112454,0,0
112456,2.0,0
115670,1,0
112458,1,1.5
112109,0,0
115674,0,0
115675,0,0
115676,1,0
115677,1.5,0
115450,0,1
114988,1,0
115454,0,0.5
111158,0.5,1
114981,0,0
115459,0,0.5
111566,0,1
111152,0.5,0
119308,0.5,0
119309,0,0
119305,1,0
119307,0,0
111803,1,0.5
111806,1.5,0
111805,0,0
114853,1,0
111809,1,0
114850,1.0,0
114857,0.5,1
114856,0,0
115072,0,0
115070,1,0
115074,0,0
115078,0.5,0.5
112559,1.0,1
118789,0,0
113498,0,1
114216,0.5,0
111371,0.5,0
114218,0.5,1.0
111373,0,0
113499,0.5,0.5
118786,0.5,0.5
111377,1,0
111376,0,1.0
119014,0,0
119016,0.5,0.5
118549,0,0
119011,0,0
119012,0.5,1.0
118545,0,1.5
118544,0,0
118547,1,0
119019,0,0
112550,0,0
113023,1,0.5
115298,0,0
115299,1.0,0
111977,0,1.5
111792,0,1.0
111791,0.5,0
111790,0,0
111797,1,2.5
115293,2.5,0
111971,1,0.5
111573,0,0
117633,1,0.5
111571,0,0
117636,1.0,0
111576,0,1
111575,0,0
111574,0,0
113027,1,1.5
117639,0.5,0
113026,0.5,0
112045,0,1
111771,0.5,1
111773,0,0
111406,0.5,0
114506,2,0
114501,1,0
114500,0.5,1
119262,1,0
119161,1.5,0
119162,0,0
119163,1,0
119167,0,0
119169,0,0
111487,1.0,0.5
112727,0,0
111485,0,0
111484,1.5,0
111483,0,0.5
114184,0.5,0
114189,1,0
111489,1.0,0
111488,0,0
117184,0,1
117186,0.5,0.5
117180,1.0,0
118163,0.5,2.0
118161,0,0.5
112721,0,0
118165,0,2.5
118169,0,1
114439,0,1
114438,0,0
118767,0,0
115924,0,1.5
118760,0.5,0
115926,0,0
118762,1,1
114433,1.5,1
118769,0,1
114434,1,0
114437,0,0
114342,0,0.5
116341,1,1
116340,0,0
116343,1.5,0
116583,1,0
116581,0,1.5
116586,1,0
116585,0.5,0
117291,0,0
117560,1,0.5
117295,0,1.0
117297,1,0
114726,0,0
114721,0,0.5
114728,1,0
116906,1,0.5
116905,0,1.0
116902,0,1
116900,0,0
116909,0,0
117364,0.5,0.5
118373,0.5,1
118371,0,0
117361,0,0.5
118374,1,0.5
117363,1.5,0
116766,0,0
118379,0,0
116760,0,0
117165,0.5,0
117162,0,2
117169,0,1
116157,0.5,0
119489,0,1
119488,1.5,0
119486,0,0
119485,0,0
119483,1,0
116623,0,0.5
113199,0,0
116919,0,0.5
113624,1,0
113627,0,0
113621,0,1
113191,0,2
113622,1,0
116168,1.5,1
118979,0,0
118209,0,0
116161,0,0
118207,0,0.5
118204,2,0
118977,0.5,0
118202,1.5,0
116164,1,1
116166,0,0
113530,0,1
116528,1,0
113538,0,0.5
117429,1,1
118996,1,0
113448,0,0
118994,0,0
116913,0.5,0
112918,0.5,0
112919,2.5,0
112668,0,0.5
112666,2.0,1
112915,0,0.5
113443,2,0
112662,0,1
112663,0,0
112661,0,1
113114,0,0.5
112263,0,0.5
116017,0,0
112261,0,0
112266,0.5,1.5
116010,1,0
112264,0.5,0
114034,0,0
112268,1,0
113295,0,0
115560,0,0
119229,0,0
118960,0,0
113760,0,0
119223,1,1
112001,0,1
112006,0,0
112004,0,0
112005,1,0.5
112868,0,0
112869,1.5,0
113843,0,0
113842,0,1
112862,0,1
116250,0,0
113849,0,0
113848,0.5,0
111608,0,0
115666,0,0
115664,0.5,0
115662,0,0
115660,0,1
115669,0,0
115668,1.5,0
113995,1,0
113994,0,0
113993,0,0.5
113992,0,0
113990,0,0
112465,1,0.5
112467,1,0.5
113999,0,0.5
119317,1.5,0
111169,0,1
119315,0,1
119314,1,1
119311,0.5,0.5
111161,0.5,0
115445,2,0
111163,0,0
111164,0.5,0
115442,3.0,0
115441,0,0
112719,0,0
112487,0,0
112485,0,0
112480,0,1
115591,0,0
115590,1,0
115592,1.5,1.5
115595,1,0
115594,0,0
115599,0,0
115060,0,1
115062,0,0.5
115067,1,0
115066,0.5,2
113051,2.5,0
114883,1,0
114228,2,0.5
114886,1.5,0.5
114889,0,0
114220,0,0.5
114222,0.5,1
119001,1.5,1
119007,0,0
118571,1,0
119008,0.5,0.5
114248,0,0
112675,1,0
111909,0,0
115289,2,0
116269,2.5,0
113376,0.5,3
115284,1,0
111900,0,0
115286,1.5,0
115280,0,2
115282,3.0,0
117621,0,0.5
118683,0.5,0
117623,2.5,1.0
113374,2,0
117997,0,0
117995,1.5,0
118685,1,1
117629,0,0
117628,1,0
118688,0.5,1
111585,0,1
111580,0,0
111581,3,0
115843,0,0
111741,0,0
115841,0,0.5
111743,0,0.5
115846,1,0
115845,1.0,0
111747,0,0
114531,0.5,1.0
114532,0,0
115848,3,0
114537,0,0
119179,1,0
119176,0,1.0
119175,0,0.5
111345,1,0
111347,0,1
111341,2,0
111342,0,0
117582,0,0.5
111348,0,1.5
117199,0,0
117198,0.5,0
115973,1,0
117190,0,0
117195,0.5,0
117194,0,0
114156,0,2
114154,1,0
114155,0,1
114400,1,0
117758,1,0
118198,0,0
118199,0.5,0
117755,1.5,0
118194,1.5,0
118192,0.5,2
114409,0,0.5
118190,1,0
118191,0,0
118751,0,1.5
118753,0.5,0
118755,0,0
115936,1,0.5
115934,0,0
115933,0,0
111113,0,1.5
114949,0,1.5
112271,0,0.5
117285,0,0
117283,0,1
116374,0,0
116804,0,1
116377,0,0
116802,1,1
116801,1,0
117578,0.5,0
116579,0.5,0
116577,1.5,0
117572,1,1
116572,0,0.5
117574,0,0
116570,0.5,0
117576,1.5,0
114712,0.5,0
115970,0.5,0
114715,2,0
114718,0,0
112276,1,0
116970,0,0
116977,1,0
112278,0,0
116978,0,0
119464,0.5,0
114541,2,0
113821,0,0
118361,0,0
117371,0,1.5
116719,0,0
117377,0,0
118364,1,3
117375,1,0
116712,2,1
116710,0,1
116714,1,0
117174,0,0
117176,2,1
118016,2.5,0
117172,1,0
116482,1,0
116451,0,0
116480,0,0
116486,0,0
116487,0,0
116485,1,0
113752,1,0
113755,0.5,1.5
116452,0,0
113206,0,0.5
113619,1.5,0
113205,1,1
113611,0,1
113612,0,2
113614,1.5,0
113616,1,0
116154,2,0.5
116625,1.5,0
116622,1,0
116151,0,0
116621,1,0
116890,1,0
116159,0,0
116629,0.5,1.5
114383,2,0
118968,0,0.5
113298,0,0
113299,2,0
116391,0,0
118963,0,1
118962,1,0
113296,1,0.5
118216,1,0.5
118211,0,2.5
118210,0,1
116398,0,2
113508,0,1
113509,0,0.5
113058,0.5,0
113056,1.0,0
114387,0.5,0
113825,0,1
113055,1,0
113500,0,0
113053,1.0,0
113502,0,1
113503,1,0
113276,1,1.5
118984,0.5,0
118987,1,1
113272,1.5,0.5
112678,0,1
113270,0,0.5
112903,0,0
112674,0,0
112901,0.5,0
112900,0,1
112671,0,1.0
113782,1.5,0
114632,1.5,0
111731,0,1
113758,0.5,0
111733,0,0
116020,0.5,1
116023,0,1
116025,0,1
116027,1,0
112279,0.5,1
116029,0,1.5
112404,0.5,0
112019,0,0.5
112872,1.5,0.5
112870,0.5,0
112012,0.5,0
112014,0,0
112879,0,0
113873,2.5,0.5
113878,0,0
115610,0,1.0
115611,0,0.5
115617,0.5,0
115614,0.5,0
115619,0,0
113474,0,0
113470,1,0
113472,0,0
112470,1,0
113478,0,0.5
112476,0.5,0
112474,0,1
119363,0,0
119360,1,0.5
115439,0,0
112700,1,0
115433,1,0
115436,0.5,0
115435,0.5,0
112495,1,0.5
112497,0.5,0
112490,0.5,0
112492,1,0
111675,0,0
111236,1,0
115058,0,0.5
112970,1,0
115729,1,0
115727,0,0
115724,0,1
115723,0,0
115542,0,0
114899,0.5,0
118560,0,0
114897,1,0
114230,1,0
114237,0,0
115548,0,0
114234,0.5,0
112081,1,0
111177,0,0
111175,0,0
111173,0.5,0
111171,0,0.5
111911,0.5,0
111910,1,0
111913,1,0
111915,0.5,0
111917,0,0
116775,0.5,0
118690,4,0.5
114525,1,2
114524,1,0
118695,0.5,0
111598,0,0
117968,1.0,0
117969,0.5,0
117966,0,0
111594,0.5,0.5
111597,1.5,0
117617,0.5,0
111591,0,0
117612,0,0
114528,0.5,1
111757,0,0
111756,0,0
111752,2,0
119108,0,0
119102,0,0.5
119103,0,0
119100,0,0
119104,1,1
111353,1.5,0
111351,1,0
111357,1.5,0
113022,1.5,0.5
111355,0,2
114413,0,0
114144,2.5,0
113002,1,1.0
114141,0,0.5
114415,1,0
118184,1,0
114419,0,0.5
117764,0.5,0.5
117765,0,0
117766,0,1
118182,1.5,0
115948,0,0
118748,1,0
112477,0,0.5
118745,3.0,0
118741,1.5,0
118740,2,1
118686,0,1
117544,0,0
117814,1,0
117547,1.5,0
117812,0,0.5
116818,1.5,0
117542,1.5,0
116814,0.5,0.5
116361,0,1
116367,0.5,0
112707,0,0
116365,0,0
116812,0.5,0.5
116561,1,0.5
114709,0,0.5
114707,1.5,0
111429,0,1
114702,0,0
114701,0,0
116961,0,0
116963,0.5,0.5
116969,0,0
116708,0.5,0
113741,0.5,0
118358,1,0
117388,0,0
117389,3,0
118355,0.5,0
118356,0.5,0
116704,0,0
118353,0,0
116499,1,0
117143,0,0
117144,0,0
117147,0,1
116492,0,2.0
116496,0,1
119249,0,0
118363,0,1
116143,0.5,0
116636,0,0.5
116147,0,1
116144,0,1.5
116149,0.5,2
115800,1,0
116639,0,0
118362,0,0
116383,0,0
116382,0,0
118220,0,0
113282,0,0
118222,0,1
113280,1.5,1
113287,0,1.0
118225,1,0
113284,0,0
113518,0,1
113049,1.0,0
113048,0,0
113189,0.5,0
113044,0,0
113040,0.5,0
113043,0,0
113514,0,1
112649,0,0
113267,0,0
113263,0,0
112642,0,0
112643,0.5,0.5
112644,1,0
113268,1.0,2
112646,1,0
112395,0,0
111712,1,0
113745,1,0.5
116037,1,1.0
116035,0,1.0
112240,0,0
112241,0.5,0
116030,0.5,0
113606,1,0
113605,0.5,0
113604,1.5,1
113602,0,1.0
113600,0,0.5
118367,2.0,1
112880,0,0.5
113609,0,1
112802,0.5,2
112800,0,0
112806,0,0
112807,1.5,1
112808,0,0.5
112809,0,0
112887,0,0
113869,0.5,0
113867,1,0
113863,0.5,0
113862,0,0
113860,0.5,0.5
115601,0,0
115604,1,0
115607,0,0
115606,0,0
115609,0.5,0
113463,0,0.5
113461,1.0,0
113460,0.5,0.5
113467,0,0
113468,0.5,0
112730,2,0
115428,0,0.5
119373,2,0
119372,0,1
112734,0,2
119376,1,0
112739,0.5,1
115423,0,0
115424,0,0
115427,0,0
116179,0,1.5
116931,0,0
112323,1.5,0
112026,0.5,0.5
115048,0,0
112020,0,0.5
112022,1,0.5
115043,2,0
115736,0,1.5
115731,2.5,1
115046,1.0,1
115557,1.0,0
118511,1.5,2
118516,0,0
115550,1,0
118514,0,1
111619,0,0
111616,0,0
111617,0.5,0
111614,2,0
111218,0,0
111610,1,0
116174,0,0
118563,0,0
111924,0,1
111290,1.5,0
111920,0.5,0
115540,0,0
111295,0,0
117405,1,0
111299,0.5,0
112789,0,1
117407,2,1
111213,0,2
114955,0,1.0
113138,2,0
114553,0,1.0
114894,0,1.5
114556,1.5,1.5
117975,1,2.5
117601,0,0.5
117600,0,0
117606,1,0.5
117973,0.5,1
117604,0.5,0
114396,0.5,0
114397,1.0,0
114392,0,0
114393,2,0
111722,0,1.5
111720,0,0
118568,0,0.5
111726,0,0
114399,0,0.5
111724,2,0
118421,0,0
114324,1.5,0.5
119111,0,1
119113,1,0
119115,0,1
119117,0.5,0
113644,0,0
112921,0,1
117792,0.5,2
117772,1.0,0
112602,0.5,0.5
113458,0.5,0
114171,0.5,1
114172,1.5,1
111435,1,0.5
111433,0,0
114176,0,1.5
114179,1,0
111439,0,0
118862,1.5,0
112927,1,0
117584,1,0
118732,0.5,0
115953,0,0
118731,0,0
115955,2,0
118737,2,1.5
115957,0,1.5
113452,1.5,0
113651,1,1
112512,0,0
117804,0.5,0
117806,3,0
117557,0,0.5
117803,1,0
116821,1,0.5
116826,0.5,0
116827,0,0
116550,1.0,0
116551,1,0
116553,1,0.5
116557,2.0,1
118643,0,0.5
114772,0,0.5
114777,0.5,0
114775,0,0
116958,1,1
116959,0,0
116956,1,0.5
116951,1.5,0
116736,0,0
113736,0.5,0.5
116732,0,0
113380,0,0
116739,0.5,0
118348,0,0.5
117399,0.5,0.5
117394,0,0
117397,0.5,0
118340,0,0.5
117393,1,2
118344,0,1
114606,0.5,0
114808,1,0
114602,0,1
117159,1.5,0
114601,0,1
117157,1,0
117156,1,0
117153,3.5,0
117151,0,0
114609,1,0
111679,0,0
111856,0,1
111857,1,1
116005,1.0,0
118230,0.5,1.0
116609,1,1.5
118239,1,0
118238,0,0
113013,0,0
114803,0,0
111671,1,0
111179,0,0
113070,1.0,0
113071,1.5,0
113077,2,0
112389,1,0
111326,1,1
113254,1.0,0.5
113257,0,0.5
113707,0,0
113704,0,0
113705,0,1
112385,1,1
118693,0,0
113700,0.5,0
113701,0.5,0
111251,0,0
111325,1,0
111322,0,0
117619,1.0,0
112259,2.0,0
112258,0,0
113387,0.5,0
113384,1,0.5
113385,1,0
116042,2.0,0
118696,1,0
116046,0.5,0.5
112256,0.5,0
117538,0,0
113673,0,1.5
113671,0.5,0
113676,0,0
113674,0.5,0
113678,0.5,0
117964,1,1
112811,1.0,0
112813,1,0
112812,0,0
112815,0,0.5
112358,1,0
112817,0,1.0
117610,0,0
113818,2,1.5
113812,0,0
117961,0,0
113814,0,0
115638,1,0
115639,0,0
115634,0,0
112352,1,1
115637,1.0,0
115631,0,0
112656,0,1
112655,0.5,0
112653,1,0
113739,1,0
112651,0,0
112650,0,0
113496,0,0
113493,0.5,2.5
115387,0,0
119348,0,1
115381,0,0.5
112729,0,0
119344,0,0
119345,0,0
112725,1,0
115388,1,1.0
112722,0,0
119342,1,0
114618,1,0
113927,1.0,1.0
113925,0,0
113922,0,0.5
113920,0,1
112033,0,0
119234,1,0
112035,0,0
115700,3.5,0
115703,0,0
115705,0,0
115706,0,0
118501,0,1.5
115562,0,0
119237,1,0.5
115565,0,0
118507,3,0
115567,0,0.5
115569,0.5,0
111606,0,0
111601,0,1
111600,0,0
111603,0.5,0.5
119231,0.5,0
115092,1.0,0
115094,0.5,0
115097,20.0,29.5
111932,1,0
111931,0.5,0
111937,0,0
111284,2,1
111935,0,0
119293,1,0.5
111939,0,0.5
119297,0.5,0.5
119295,0,0
115416,0,1.0
115410,0,0
114948,0,0
111117,1.0,0.5
115413,0.5,0
114945,1,0
113852,0,0
114946,1.5,0.5
114941,1,0.5
114940,0,0
114943,0,0
113853,0.5,0
117948,0,0.5
114543,0.5,0
112448,2,0
114549,1.0,0
117942,0,1
115898,1,0
114382,0,1
119126,0,0
119120,1,0.5
118438,1,0.5
119122,1.5,0
111895,0.5,0
118435,1.0,0
115891,0.5,0
114389,1,0.5
115893,1.0,1
115894,1,0
111896,0.5,0
115896,1,1
111736,0.5,0
117703,0,0
117701,0,0.5
117706,0,0
117707,1.5,0
115964,0,0.5
111426,0,0
115960,1.0,0
114169,1,0
114167,1.0,0
